01,渋谷,35.6581596665203,139.70160582006
02,代官山,35.648221309861,139.70313830696233
03,中目黒,35.64421097131967,139.6988351604658
04,祐天寺,35.63762559036631,139.6909270404337
05,学芸大学,35.62980268890751,139.68527322410245
06,都立大学,35.61887713906538,139.676432555895
07,自由が丘,35.60731537533089,139.66865944973082
08,田園調布,35.59688779612114,139.66720902615117
09,多摩川,35.59019074318152,139.66869014983567
10,新丸子,35.58147826355042,139.66191456188335
11,武蔵小杉,35.57717937318824,139.6595377850836
12,元住吉,35.564685314890156 ,139.65396832292257
13,日吉,35.5536548038655,139.6468895431458
14,綱島,35.536797917718424,139.63480024560462
15,大倉山,35.52225158005613,139.62984527366214
16,菊名,35.510372015468334,139.63150982203427
17,妙蓮寺,35.49864781298512,139.633101998729
18,白楽,35.489553995121206,139.62784299081727
19,東白楽,35.483307537109,139.62941104360576
20,反町,35.47499781670522,139.6252376107275
21,横浜,35.46633357684315,139.62198088560936
