01,渋谷,35.65827292251593, 139.70151660518627
02,表参道,35.66521008568986, 139.71224872669333
03,外苑前,35.670581384689385, 139.71803670045796
04,青山一丁目,35.67279299097643, 139.72375604204723
05,赤坂見附,35.67679680791175, 139.73730495362227
06,溜池山王,35.672134015264284, 139.74141409782106
07,虎ノ門,35.67012936647269, 139.75006153967573
08,新橋,35.666355260618175, 139.75850513365572
09,銀座,35.67169822632493, 139.76444890884463
10,京橋,35.676657363910095, 139.77002790359094
11,日本橋,35.6821390747293, 139.7745447435449
12,三越前,35.68713241993266, 139.7736006060004
13,神田,35.691759481804446, 139.77086475281604
14,末広町,35.70285113772175, 139.77165868667916
15,上野広小路,35.70786932187258, 139.7730319776904
16,上野,35.71415457895732, 139.77758687392515
17,稲荷町,35.711492374965424, 139.7826733689561
18,田原町,35.709906874380536, 139.79068780948816
19,浅草,35.71077803244218, 139.79790831614324
